302115 46802.0304194 0
302112 200580.130369 0
302113 401160.260737 0
302110 -14327.1521692 0
302111 200580.130369 0
302104 401160.260737 0
302101 401160.260737 0
302102 401160.260737 0
302103 401160.260737 0
302102 -28654.3043384 0
302108 401160.260737 0
302114 200580.130369 0
302113 401160.260737 0
302115 46802.0304194 1
302112 200580.130369 1
302113 401160.260737 1
302110 -14327.1521692 1
302111 200580.130369 1
302104 401160.260737 1
302101 401160.260737 1
302102 401160.260737 1
302103 401160.260737 1
302102 -28654.3043384 1
302108 401160.260737 1
302114 200580.130369 1
302113 401160.260737 1
302115 46802.0304194 2
302112 200580.130369 2
302113 401160.260737 2
302110 -14327.1521692 2
302111 200580.130369 2
302104 401160.260737 2
302101 401160.260737 2
302102 401160.260737 2
302103 401160.260737 2
302102 -28654.3043384 2
302108 401160.260737 2
302114 200580.130369 2
302113 401160.260737 2
302115 46802.0304194 3
302112 200580.130369 3
302113 401160.260737 3
302110 -42981.4565076 3
302111 200580.130369 3
302104 401160.260737 3
302101 401160.260737 3
302102 401160.260737 3
302103 401160.260737 3
302102 -85962.9130152 3
302108 401160.260737 3
302114 200580.130369 3
302113 401160.260737 3
302115 46802.0304194 4
302112 200580.130369 4
302113 401160.260737 4
302110 -42981.4565076 4
302111 200580.130369 4
302104 401160.260737 4
302101 401160.260737 4
302102 401160.260737 4
302103 401160.260737 4
302102 -85962.9130152 4
302108 401160.260737 4
302114 200580.130369 4
302113 401160.260737 4
302115 15600.6768065 5
302112 66860.0434562 5
302113 401160.260737 5
302110 -42981.4565076 5
302111 66860.0434562 5
302104 401160.260737 5
302101 401160.260737 5
302102 401160.260737 5
302103 401160.260737 5
302102 -85962.9130152 5
302108 401160.260737 5
302114 200580.130369 5
302113 401160.260737 5
302115 -15600.6768065 6
302112 -66860.0434562 6
302113 0.0 6
302110 -71635.760846 6
302111 -66860.0434562 6
302104 0.0 6
302101 0.0 6
302102 0.0 6
302103 0.0 6
302102 -143271.521692 6
302108 0.0 6
302114 0.0 6
302113 0.0 6
